graphNodes,density,expNo,delta,compressionRatio,executionTime,readTime,writeTime,mergeTime,cores
2048,80,1,0.7,2.353276,0.2277,0.0706,0.4942,0.037,120
2048,80,1,0.7,2.352004,0.4628,0.1099,0.6172,0.0381,128
2048,80,1,0.8,2.610604,0.2248,0.0921,0.1772,0.0449,8
2048,80,1,0.8,2.610604,0.1538,0.058,0.1842,0.0243,16
2048,80,1,0.8,2.609907,0.1487,0.0581,0.191,0.0211,24
2048,80,1,0.8,2.609079,0.1412,0.0541,0.2009,0.0204,32
2048,80,1,0.8,2.609777,0.1365,0.0449,0.2109,0.0213,40
2048,80,1,0.8,2.610986,0.1396,0.0475,0.2081,0.0212,48
2048,80,1,0.8,2.611236,0.1456,0.0481,0.2257,0.0233,56
2048,80,1,0.8,2.608947,0.1517,0.0436,0.2325,0.0264,64
2048,80,1,0.8,2.609124,0.1589,0.0445,0.242,0.0254,72
2048,80,1,0.8,2.609124,0.1675,0.0441,0.272,0.0272,80
2048,80,1,0.8,2.611472,0.1744,0.0466,0.2803,0.0296,88
2048,80,1,0.8,2.610545,0.1876,0.0336,0.3163,0.0299,96
2048,80,1,0.8,2.611175,0.2256,0.0703,0.4031,0.0345,104
2048,80,1,0.8,2.610326,0.2326,0.0513,0.4489,0.0341,112
2048,80,1,0.8,2.610023,0.2538,0.0548,0.4627,0.0361,120
2048,80,1,0.8,2.609873,0.5096,0.0727,0.5789,0.0481,128
2048,80,1,0.9,2.887318,1.3532,0.0923,1.273,0.0167,8
2048,80,1,0.9,2.888193,0.1803,0.0587,0.1706,0.018,16
2048,80,1,0.9,2.887418,0.2426,0.058,0.2416,0.0214,24
2048,80,1,0.9,2.887929,0.1735,0.0508,0.179,0.0211,32
2048,80,1,0.9,2.888293,0.1731,0.0528,0.1845,0.022,40
2048,80,1,0.9,2.888375,0.1831,0.062,0.1865,0.0225,48
2048,80,1,0.9,2.886439,0.1757,0.0472,0.1976,0.0244,56
2048,80,1,0.9,2.88791,0.1821,0.0397,0.2085,0.0242,64
2048,80,1,0.9,2.887134,0.1849,0.047,0.2289,0.0265,72
2048,80,1,0.9,2.88696,0.1939,0.0461,0.243,0.0295,80
2048,80,1,0.9,2.887591,0.2085,0.043,0.2462,0.0287,88
2048,80,1,0.9,2.887698,0.2168,0.0316,0.2875,0.0306,96
2048,80,1,0.9,2.888427,0.2188,0.0455,0.3323,0.0319,104
2048,80,1,0.9,2.888434,0.253,0.0576,0.3483,0.0328,112
2048,80,1,0.9,2.887042,0.3177,0.0661,0.35,0.0353,120
2048,80,1,0.9,2.886071,0.5961,0.0813,0.5832,0.0471,128
2048,80,1,1,3.083049,0.3384,0.0916,0.1563,0.0516,8
2048,80,1,1,3.0831,0.2349,0.0603,0.1632,0.0176,16
2048,80,1,1,3.082808,0.223,0.057,0.1695,0.0204,24
2048,80,1,1,3.083066,0.2478,0.0731,0.1739,0.0201,32
2048,80,1,1,3.081942,0.4462,0.0482,0.4219,0.0237,40
2048,80,1,1,3.081084,0.2224,0.0558,0.1938,0.0202,48
2048,80,1,1,3.082803,0.2246,0.0455,0.2104,0.0233,56
2048,80,1,1,3.083154,0.2245,0.0378,0.2119,0.0253,64
2048,80,1,1,3.082647,0.232,0.0451,0.2313,0.0256,72
2048,80,1,1,3.082732,0.2401,0.0419,0.2475,0.0275,80
2048,80,1,1,3.081545,0.257,0.0451,0.2544,0.0313,88
2048,80,1,1,3.082092,0.265,0.0425,0.2659,0.0297,96
2048,80,1,1,3.081563,0.2931,0.0655,0.2979,0.031,104
2048,80,1,1,3.082171,0.3146,0.0581,0.3263,0.0324,112
2048,80,1,1,3.08135,0.3655,0.0617,0.3557,0.0327,120
2048,80,1,1,3.082695,0.5458,0.0647,0.4343,0.0541,128
2048,80,1,0.5,1.91539,0.1676,0.0916,0.2375,0.0231,8
2048,80,1,0.5,1.91539,0.1485,0.0586,0.2738,0.0231,16
2048,80,1,0.5,1.915647,0.122,0.0583,0.2557,0.0247,24
2048,80,1,0.5,1.915973,0.1164,0.0529,0.2598,0.0237,32
2048,80,1,0.5,1.915468,0.1945,0.0899,0.3486,0.0244,40
2048,80,1,0.5,1.915317,0.1313,0.0584,0.2836,0.0254,48
2048,80,1,0.5,1.915288,0.142,0.0414,0.3186,0.0287,56
2048,80,1,0.5,1.915522,0.2084,0.1095,0.3514,0.0282,64
2048,80,1,0.5,1.915745,0.1365,0.0463,0.3112,0.0308,72
2048,80,1,0.5,1.916493,0.1455,0.046,0.3725,0.0317,80
2048,80,1,0.5,1.915279,0.1831,0.0653,0.3432,0.0342,88
2048,80,1,0.5,1.913976,0.1598,0.0313,0.3872,0.0365,96
2048,80,1,0.5,1.916933,0.3189,0.0448,1.0613,0.0437,104
2048,80,1,0.5,1.91494,0.1868,0.0513,0.489,0.0362,112
2048,80,1,0.5,1.915443,0.3006,0.0639,0.568,0.0407,120
2048,80,1,0.5,1.916885,0.4246,0.0568,0.6221,0.0526,128
2048,80,1,0.6,2.052958,0.1697,0.0927,0.2239,0.0221,8
2048,80,1,0.6,2.052439,0.1273,0.0606,0.2366,0.0224,16
2048,80,1,0.6,2.052439,1.0439,0.0592,2.1187,0.026,24
2048,80,1,0.6,2.052249,0.1206,0.0546,0.248,0.0226,32
2048,80,1,0.6,2.052278,0.1913,0.052,0.3559,0.0272,40
2048,80,1,0.6,2.052326,0.127,0.0558,0.2547,0.0248,48
2048,80,1,0.6,2.052423,0.1273,0.0483,0.2732,0.0264,56
2048,80,1,0.6,2.052318,0.1567,0.0464,0.3398,0.0275,64
2048,80,1,0.6,2.051876,0.144,0.0479,0.3026,0.0291,72
2048,80,1,0.6,2.051944,0.1475,0.0466,0.363,0.03,80
2048,80,1,0.6,2.051748,0.1532,0.0465,0.3301,0.0334,88
2048,80,1,0.6,2.052602,0.1646,0.0486,0.3678,0.0333,96
2048,80,1,0.6,2.052508,0.1681,0.0346,0.4111,0.0329,104
2048,80,1,0.6,2.053419,0.1822,0.0501,0.4736,0.0359,112
2048,80,1,0.6,2.052825,0.2615,0.0536,0.4927,0.0378,120
2048,80,1,0.6,2.051898,0.5769,0.0707,0.6512,0.0684,128
2048,80,1,0.7,2.353096,0.181,0.0937,0.1958,0.02,8
2048,80,1,0.7,2.353096,0.1327,0.0588,0.2022,0.0211,16
2048,80,1,0.7,2.353574,0.1321,0.0582,0.2114,0.0229,24
2048,80,1,0.7,2.353078,0.1296,0.0549,0.2182,0.0225,32
2048,80,1,0.7,2.352232,0.1286,0.0448,0.2264,0.0219,40
2048,80,1,0.7,2.352966,0.1408,0.0567,0.2394,0.0232,48
2048,80,1,0.7,2.353955,0.1355,0.0443,0.2492,0.0244,56
2048,80,1,0.7,2.352872,0.1461,0.0572,0.2536,0.0251,64
2048,80,1,0.7,2.352786,0.1411,0.0372,0.2672,0.0273,72
2048,80,1,0.7,2.35241,0.151,0.0442,0.3124,0.0324,80
2048,80,1,0.7,2.35308,0.1622,0.0465,0.3189,0.0289,88
2048,80,1,0.7,2.352714,0.1704,0.0322,0.3208,0.0305,96
2048,80,1,0.7,2.35338,0.1952,0.0514,0.4017,0.0329,104
2048,80,1,0.7,2.353488,0.1962,0.0465,0.4573,0.0345,112
2048,80,1,0.7,2.351927,0.2759,0.0834,0.5037,0.0357,120
2048,80,1,0.7,2.353054,0.4234,0.0829,0.6361,0.0501,128
2048,80,1,0.8,2.609469,0.2039,0.0929,0.1792,0.0195,8
2048,80,1,0.8,2.610072,0.1465,0.0612,0.1853,0.0201,16
2048,80,1,0.8,2.60928,0.1467,0.0575,0.1927,0.0219,24
2048,80,1,0.8,2.60928,0.1378,0.0502,0.2001,0.0198,32
2048,80,1,0.8,2.610275,0.1492,0.0605,0.2095,0.0214,40
2048,80,1,0.8,2.610303,0.1911,0.0473,0.2622,0.0224,48
2048,80,1,0.8,2.610961,0.1497,0.0476,0.2237,0.028,56
2048,80,1,0.8,2.610462,0.1463,0.0451,0.2281,0.0232,64
2048,80,1,0.8,2.610925,0.1573,0.0446,0.2422,0.0262,72
2048,80,1,0.8,2.611136,0.1684,0.0453,0.2839,0.0275,80
2048,80,1,0.8,2.610179,0.1771,0.0496,0.2804,0.0289,88
2048,80,1,0.8,2.610394,0.1872,0.0465,0.3097,0.032,96
2048,80,1,0.8,2.611032,0.2067,0.0416,0.3862,0.0314,104
2048,80,1,0.8,2.611193,0.2425,0.0634,0.4317,0.0366,112
2048,80,1,0.8,2.610978,0.2419,0.056,0.4691,0.0365,120
2048,80,1,0.8,2.610273,0.5371,0.0866,0.5361,0.0501,128
2048,80,1,0.9,2.887865,0.2429,0.0934,0.1664,0.0181,8
2048,80,1,0.9,2.887505,0.1914,0.0599,0.1697,0.0188,16
2048,80,1,0.9,2.887505,0.4158,0.0584,0.3887,0.047,24
2048,80,1,0.9,2.88784,0.3538,0.052,0.1774,0.0202,32
2048,80,1,0.9,2.888504,0.1695,0.0482,0.1848,0.0205,40
2048,80,1,0.9,2.888327,0.1682,0.0473,0.1879,0.0219,48
2048,80,1,0.9,2.887472,0.1795,0.052,0.1915,0.0242,56
2048,80,1,0.9,2.887649,0.1753,0.0447,0.2098,0.0252,64
2048,80,1,0.9,2.887259,0.185,0.0437,0.2255,0.0258,72
2048,80,1,0.9,2.886707,0.2035,0.0451,0.2398,0.028,80
2048,80,1,0.9,2.887979,0.221,0.0616,0.2734,0.0283,88
2048,80,1,0.9,2.888447,0.3585,0.0466,0.293,0.0308,96
2048,80,1,0.9,2.88693,0.222,0.0523,0.3314,0.0373,104
2048,80,1,0.9,2.88873,0.2686,0.0678,0.3612,0.043,112
2048,80,1,0.9,2.886233,0.3197,0.0575,0.3771,0.0343,120
2048,80,1,0.9,2.886886,0.8293,0.0857,0.4257,0.0354,128
2048,80,1,1,3.082279,0.31,0.0941,0.1609,0.0175,8
2048,80,1,1,3.082786,0.2779,0.0596,0.2109,0.0176,16
2048,80,1,1,3.081282,0.3186,0.0593,0.2673,0.0197,24
2048,80,1,1,3.082228,0.2193,0.0522,0.1846,0.0208,32
2048,80,1,1,3.081008,0.22,0.0454,0.1904,0.0225,40
2048,80,1,1,3.082066,0.2138,0.0481,0.1944,0.0243,48
2048,80,1,1,3.082653,0.2226,0.0474,0.2055,0.024,56
2048,80,1,1,3.082706,0.2482,0.0436,0.2327,0.0255,64
2048,80,1,1,3.081786,0.2358,0.0453,0.242,0.0258,72
2048,80,1,1,3.082177,0.2427,0.0458,0.246,0.0281,80
2048,80,1,1,3.082644,0.2485,0.0458,0.2473,0.0286,88
2048,80,1,1,3.08118,0.2736,0.0359,0.2825,0.0313,96
2048,80,1,1,3.081098,1.6871,0.0485,5.9161,0.0361,104
2048,80,1,1,3.08327,0.303,0.0567,0.3088,0.0313,112
2048,80,1,1,3.082944,0.3326,0.0569,0.3722,0.033,120
2048,80,1,1,3.083131,0.5695,0.114,0.4835,0.0498,128
2048,80,1,0.5,1.914884,0.3003,0.0914,0.3755,0.0233,8
2048,80,1,0.5,1.915997,0.1232,0.0593,0.2475,0.0235,16
2048,80,1,0.5,1.915997,0.2064,0.0557,0.3414,0.0251,24
2048,80,1,0.5,1.915282,0.1231,0.0557,0.2629,0.0247,32
2048,80,1,0.5,1.915038,0.1154,0.0447,0.2705,0.0252,40
2048,80,1,0.5,1.915414,0.1495,0.0492,0.307,0.0256,48
2048,80,1,0.5,1.915755,0.2002,0.047,0.5272,0.0283,56
2048,80,1,0.5,1.915447,0.1349,0.0464,0.295,0.0296,64
2048,80,1,0.5,1.914536,0.1342,0.0425,0.3064,0.0297,72
2048,80,1,0.5,1.915787,0.1388,0.0441,0.3507,0.031,80
2048,80,1,0.5,1.915757,0.1903,0.034,0.5748,0.0348,88
2048,80,1,0.5,1.915214,0.1611,0.052,0.3798,0.0351,96
2048,80,1,0.5,1.916677,0.1906,0.0511,0.4854,0.0384,104
2048,80,1,0.5,1.915687,0.1756,0.0434,0.493,0.037,112
2048,80,1,0.5,1.915407,0.2552,0.0508,0.618,0.0398,120
2048,80,1,0.5,1.915527,0.4449,0.1127,0.6694,0.0527,128
2048,80,1,0.6,2.051938,0.1932,0.094,0.244,0.0223,8
2048,80,1,0.6,2.051938,0.1251,0.058,0.2314,0.023,16
2048,80,1,0.6,2.052755,0.1206,0.0561,0.2398,0.0257,24
2048,80,1,0.6,2.052558,0.1963,0.0516,0.3961,0.024,32
2048,80,1,0.6,2.051287,0.1224,0.0496,0.2562,0.0253,40
2048,80,1,0.6,2.050865,0.1226,0.0482,0.2681,0.0244,48
2048,80,1,0.6,2.052265,0.1236,0.0473,0.2781,0.0294,56
2048,80,1,0.6,2.053172,0.143,0.0568,0.2814,0.0265,64
2048,80,1,0.6,2.053287,0.1406,0.0347,0.29,0.0295,72
2048,80,1,0.6,2.051283,0.1481,0.0391,0.3251,0.0305,80
2048,80,1,0.6,2.052188,0.1549,0.0459,0.3464,0.0313,88
2048,80,1,0.6,2.052002,0.1772,0.0368,0.368,0.0351,96
2048,80,1,0.6,2.051555,0.1843,0.0362,0.4221,0.0355,104
2048,80,1,0.6,2.05286,0.2447,0.0753,0.5773,0.0382,112
2048,80,1,0.6,2.052016,0.2519,0.0549,0.5041,0.0373,120
2048,80,1,0.6,2.052567,0.514,0.1167,0.6127,0.0692,128
2048,80,1,0.7,2.352587,0.1777,0.0913,0.1999,0.0204,8
2048,80,1,0.7,2.353172,0.1312,0.0592,0.2052,0.0206,16
2048,80,1,0.7,2.352784,0.1365,0.0567,0.21,0.0228,24
2048,80,1,0.7,2.352784,0.1315,0.0557,0.2194,0.0228,32
2048,80,1,0.7,2.351706,0.1258,0.0464,0.2251,0.0215,40
2048,80,1,0.7,2.352576,0.1281,0.0454,0.2351,0.0239,48
2048,80,1,0.7,2.353691,0.1334,0.044,0.2438,0.0243,56
2048,80,1,0.7,2.352791,0.1343,0.046,0.2513,0.0262,64
2048,80,1,0.7,2.353473,0.1417,0.0441,0.2641,0.0267,72
2048,80,1,0.7,2.354128,0.151,0.036,0.3085,0.0313,80
2048,80,1,0.7,2.351942,0.1601,0.032,0.3082,0.0303,88
2048,80,1,0.7,2.353611,0.1911,0.0506,0.3307,0.0306,96
2048,80,1,0.7,2.353745,0.1855,0.0512,0.4022,0.0334,104
2048,80,1,0.7,2.352918,0.211,0.0534,0.4868,0.0341,112
2048,80,1,0.7,2.352826,0.2031,0.0467,0.465,0.0355,120
2048,80,1,0.7,2.352316,0.6662,0.2288,0.7193,0.0502,128
2048,80,1,0.8,2.611071,0.1999,0.0929,0.1783,0.0194,8
2048,80,1,0.8,2.610622,0.1549,0.0604,0.192,0.02,16
2048,80,1,0.8,2.610622,0.1463,0.0577,0.1924,0.022,24
2048,80,1,0.8,2.611415,0.1426,0.0554,0.1978,0.0199,32
2048,80,1,0.8,2.611091,0.1688,0.0499,0.2582,0.0225,40
2048,80,1,0.8,2.610035,0.1412,0.0414,0.2162,0.0219,48
2048,80,1,0.8,2.610354,0.1441,0.0446,0.2403,0.0277,56
2048,80,1,0.8,2.610039,0.1516,0.0447,0.2292,0.0256,64
2048,80,1,0.8,2.610246,0.158,0.0362,0.2434,0.0254,72
2048,80,1,0.8,2.611901,0.1626,0.0455,0.2813,0.0264,80
2048,80,1,0.8,2.611327,0.1851,0.052,0.2816,0.0308,88
2048,80,1,0.8,2.611041,0.1998,0.0527,0.2982,0.0307,96
2048,80,1,0.8,2.610411,0.2006,0.0525,0.3872,0.0323,104
2048,80,1,0.8,2.611211,0.2113,0.0548,0.4321,0.034,112
2048,80,1,0.8,2.611217,0.3182,0.0641,0.4507,0.037,120
2048,80,1,0.8,2.610762,0.5972,0.0746,0.6135,0.061,128
2048,80,1,0.9,2.887768,0.2415,0.0933,0.1627,0.0183,8
2048,80,1,0.9,2.887768,0.1806,0.06,0.169,0.0175,16
2048,80,1,0.9,2.88923,0.1806,0.0597,0.1757,0.0204,24
2048,80,1,0.9,2.887321,0.1677,0.0519,0.178,0.0234,32
2048,80,1,0.9,2.887887,0.1665,0.0498,0.1832,0.0256,40
2048,80,1,0.9,2.888098,0.1716,0.0475,0.1886,0.0224,48
2048,80,1,0.9,2.887301,0.1742,0.0458,0.1926,0.0244,56
2048,80,1,0.9,2.887042,0.1774,0.0477,0.2092,0.0245,64
2048,80,1,0.9,2.886064,0.1847,0.0369,0.221,0.0268,72
2048,80,1,0.9,2.887462,0.1904,0.0401,0.2354,0.0287,80
2048,80,1,0.9,2.886928,0.2343,0.0461,0.2675,0.0589,88
2048,80,1,0.9,2.888865,0.2328,0.0662,0.2554,0.0311,96
2048,80,1,0.9,2.888081,0.2306,0.0558,0.3464,0.0315,104
2048,80,1,0.9,2.888173,0.2663,0.0364,0.3469,0.0331,112
2048,80,1,0.9,2.888395,1.7327,0.2044,0.3786,0.0368,120
2048,80,1,0.9,2.887686,0.6075,0.1005,0.4455,0.0614,128
2048,80,1,1,3.081531,0.3077,0.0927,0.159,0.0177,8
2048,80,1,1,3.083406,0.2351,0.0622,0.1631,0.0179,16
2048,80,1,1,3.082072,0.2672,0.0562,0.2129,0.0205,24
2048,80,1,1,3.082072,0.2192,0.0504,0.1782,0.0204,32
2048,80,1,1,3.082916,0.2168,0.0455,0.1882,0.0223,40
2048,80,1,1,3.083032,0.2158,0.0468,0.1935,0.023,48
2048,80,1,1,3.0809,0.2184,0.0458,0.1965,0.0237,56
2048,80,1,1,3.081823,0.2746,0.0358,0.2617,0.0233,64
2048,80,1,1,3.082267,0.2307,0.0465,0.2396,0.024,72
2048,80,1,1,3.082551,0.2433,0.0403,0.2477,0.0269,80
2048,80,1,1,3.082352,0.3865,0.0452,0.3844,0.0291,88
2048,80,1,1,3.084387,0.2606,0.0459,0.2694,0.0289,96
2048,80,1,1,3.082939,0.2735,0.0479,0.3062,0.0304,104
2048,80,1,1,3.084243,0.2945,0.0482,0.3113,0.0318,112
2048,80,1,1,3.0835,0.3334,0.0934,0.3471,0.0341,120
2048,80,1,1,3.080943,0.5516,0.0803,0.3953,0.0483,128
2048,80,1,0.5,1.914838,0.2299,0.0941,0.2986,0.0229,8
2048,80,1,0.5,1.914838,0.1377,0.0573,0.2649,0.0225,16
2048,80,1,0.5,1.916353,0.12,0.0589,0.2517,0.0244,24
2048,80,1,0.5,1.91556,0.1165,0.0529,0.264,0.0236,32
2048,80,1,0.5,1.915892,0.1497,0.0518,0.3064,0.025,40
2048,80,1,0.5,1.917447,0.1306,0.0472,0.2807,0.037,48
2048,80,1,0.5,1.915789,0.1365,0.059,0.2944,0.0273,56
2048,80,1,0.5,1.916724,0.1795,0.0503,0.4475,0.0284,64
2048,80,1,0.5,1.916724,0.138,0.0408,0.3125,0.0301,72
2048,80,1,0.5,1.916282,0.1457,0.0475,0.3389,0.0376,80
2048,80,1,0.5,1.915917,0.1548,0.0471,0.3328,0.034,88
2048,80,1,0.5,1.9148,0.2525,0.0495,0.7122,0.0351,96
2048,80,1,0.5,1.916302,0.1789,0.0488,0.4811,0.0353,104
2048,80,1,0.5,1.916998,0.2321,0.0649,0.6167,0.0378,112
2048,80,1,0.5,1.915614,0.2148,0.0348,0.5202,0.0443,120
2048,80,1,0.5,1.914883,0.4871,0.0817,0.6329,0.0521,128
2048,80,1,0.6,2.052834,0.3239,0.0924,0.3825,0.0213,8
2048,80,1,0.6,2.052289,0.1225,0.0562,0.2305,0.0226,16
2048,80,1,0.6,2.051541,0.4271,0.0586,0.5399,0.0242,24
2048,80,1,0.6,2.051426,0.1208,0.0539,0.2455,0.0237,32
2048,80,1,0.6,2.052267,0.1181,0.0495,0.2553,0.0232,40
2048,80,1,0.6,2.052649,0.1607,0.0726,0.2584,0.0247,48
2048,80,1,0.6,2.052129,0.1377,0.0477,0.2785,0.0273,56
2048,80,1,0.6,2.052667,0.1291,0.0452,0.2814,0.0264,64
2048,80,1,0.6,2.052511,0.1364,0.0459,0.2866,0.028,72
2048,80,1,0.6,2.052219,0.146,0.0464,0.3353,0.0298,80
2048,80,1,0.6,2.052661,0.1562,0.0458,0.3195,0.0358,88
2048,80,1,0.6,2.051279,0.2922,0.048,0.7258,0.0401,96
2048,80,1,0.6,2.051239,0.8651,0.0467,2.3585,0.0998,104
2048,80,1,0.6,2.052812,0.2109,0.0631,0.4992,0.0367,112
2048,80,1,0.6,2.052366,0.254,0.065,0.486,0.0379,120
2048,80,1,0.6,2.05316,0.5955,0.0901,0.6655,0.0544,128
2048,80,1,0.7,2.352714,0.1821,0.0933,0.1922,0.0202,8
2048,80,1,0.7,2.352714,0.1641,0.0611,0.2377,0.0204,16
2048,80,1,0.7,2.353158,0.4592,0.0583,0.2104,0.0225,24
2048,80,1,0.7,2.353838,0.127,0.053,0.2176,0.0221,32
2048,80,1,0.7,2.352931,0.1279,0.0519,0.2294,0.0227,40
2048,80,1,0.7,2.35293,0.1278,0.0465,0.2412,0.024,48
2048,80,1,0.7,2.352443,0.1325,0.0458,0.262,0.0249,56
2048,80,1,0.7,2.353024,0.1366,0.0471,0.2503,0.0254,64
2048,80,1,0.7,2.353494,0.156,0.0416,0.2726,0.0261,72
2048,80,1,0.7,2.352978,0.1559,0.0473,0.299,0.03,80
2048,80,1,0.7,2.353142,0.195,0.0585,0.3832,0.0313,88
2048,80,1,0.7,2.354082,0.1722,0.049,0.338,0.031,96
2048,80,1,0.7,2.352032,0.1897,0.0581,0.3989,0.0337,104
2048,80,1,0.7,2.351803,0.211,0.0549,0.483,0.0349,112
2048,80,1,0.7,2.353068,0.2507,0.0574,0.5633,0.0361,120
2048,80,1,0.7,2.35261,0.5267,0.0788,0.6887,0.0509,128
2048,80,1,0.8,2.611569,0.2345,0.0923,0.2116,0.0189,8
2048,80,1,0.8,2.61077,0.1478,0.0598,0.1859,0.019,16
2048,80,1,0.8,2.611008,0.199,0.0585,0.2443,0.0209,24
2048,80,1,0.8,2.611008,0.143,0.0519,0.1998,0.0206,32
2048,80,1,0.8,2.611811,0.216,0.0494,0.2134,0.0206,40
2048,80,1,0.8,2.611173,0.146,0.0451,0.222,0.0235,48
2048,80,1,0.8,2.610592,0.1432,0.0455,0.2353,0.0272,56
2048,80,1,0.8,2.610903,0.1465,0.0458,0.2286,0.0231,64
2048,80,1,0.8,2.611004,0.1571,0.0406,0.2406,0.0269,72
2048,80,1,0.8,2.609954,0.1733,0.0418,0.2764,0.028,80
2048,80,1,0.8,2.609875,0.1833,0.0478,0.2966,0.0298,88
2048,80,1,0.8,2.611593,0.1856,0.0461,0.3165,0.0307,96
2048,80,1,0.8,2.609994,0.1916,0.0473,0.3787,0.0309,104
2048,80,1,0.8,2.610208,0.2465,0.0481,0.4545,0.0555,112
2048,80,1,0.8,2.610411,0.265,0.0749,0.4425,0.0358,120
2048,80,1,0.8,2.611665,0.5521,0.0814,0.5952,0.0358,128
2048,80,1,0.9,2.888419,0.245,0.093,0.1632,0.0183,8
2048,80,1,0.9,2.886441,0.1833,0.0622,0.1703,0.0183,16
2048,80,1,0.9,2.886441,0.1807,0.0576,0.1794,0.0199,24
2048,80,1,0.9,2.888651,0.1767,0.0567,0.18,0.0213,32
2048,80,1,0.9,2.888235,0.2222,0.0632,0.2609,0.0214,40
2048,80,1,0.9,2.885927,0.1685,0.0463,0.1867,0.0262,48
2048,80,1,0.9,2.885562,0.3262,0.0466,0.1921,0.024,56
2048,80,1,0.9,2.886724,0.1926,0.0648,0.2101,0.0252,64
2048,80,1,0.9,2.887741,0.1845,0.0457,0.2248,0.0253,72
2048,80,1,0.9,2.889171,0.1942,0.0461,0.2307,0.0272,80
2048,80,1,0.9,2.887261,0.2094,0.0468,0.2772,0.0277,88
2048,80,1,0.9,2.888832,0.222,0.0428,0.2991,0.0304,96
2048,80,1,0.9,2.889006,0.2559,0.0318,0.3548,0.0315,104
2048,80,1,0.9,2.88658,0.2471,0.0405,0.3628,0.0331,112
2048,80,1,0.9,2.887316,0.3454,0.0489,0.3551,0.0341,120
2048,80,1,0.9,2.886993,0.4766,0.058,0.464,0.0485,128
2048,80,1,1,3.081387,0.3321,0.0923,0.1838,0.0171,8
2048,80,1,1,3.08252,0.2295,0.0586,0.1645,0.0175,16
2048,80,1,1,3.08163,0.2687,0.0573,0.2165,0.0195,24
2048,80,1,1,3.08163,0.2179,0.0548,0.1786,0.0196,32
2048,80,1,1,3.082112,0.213,0.0503,0.1847,0.0229,40
