graphNodes,density,expNo,delta,compressionRatio,executionTime,,,,,,,,,
64,95,1,0.5,1.157628,4.716429,,,,,,,,,
64,95,1,0.6,1.263826,6.110714,,,,,,,,,
64,95,1,0.7,1.415816,7.367934,,,,,,,,,
64,95,1,0.8,1.567797,7.9795,,,,,,,,,
64,95,1,0.9,1.741372,8.574237,,,,,,,,,
64,95,1,1,1.874096,8.71493,,,,,,,,,
64,95,2,0.5,1.159266,4.769188,,,,,,,,,
64,95,2,0.6,1.268957,6.161159,,,,,,,,,
64,95,2,0.7,1.424518,7.430431,,,,,,,,,
64,95,2,0.8,1.584783,8.057216,,,,,,,,,
64,95,2,0.9,1.735047,8.481112,,,,,,,,,
64,95,2,1,1.900048,8.793188,,,,,,,,,
64,95,3,0.5,1.15637,4.758548,,,,,,,,,
64,95,3,0.6,1.286419,6.452135,,,,,,,,,
64,95,3,0.7,1.417391,7.443505,,,,,,,,,
64,95,3,0.8,1.570454,8.075321,,,,,,,,,
64,95,3,0.9,1.713535,8.498554,,,,,,,,,
64,95,3,1,1.927094,8.885119,,,,,,,,,
64,95,4,0.5,1.157317,4.751054,,,,,,,,,
64,95,4,0.6,1.263039,6.157783,,,,,,,,,
64,95,4,0.7,1.417303,7.391868,,,,,,,,,
64,95,4,0.8,1.569646,8.057387,,,,,,,,,
64,95,4,0.9,1.715354,8.488275,,,,,,,,,
64,95,4,1,1.879942,8.758742,,,,,,,,,
64,95,5,0.5,1.15589,4.788844,,,,,,,,,
64,95,5,0.6,1.286559,6.493182,,,,,,,,,
64,95,5,0.7,1.417964,7.430861,,,,,,,,,
64,95,5,0.8,1.569767,8.073036,,,,,,,,,
64,95,5,0.9,1.716352,8.509765,,,,,,,,,
64,95,5,1,1.88493,8.783239,,,,,,,,,
64,95,6,0.5,1.156641,4.726598,,,,,,,,,
64,95,6,0.6,1.265147,6.118639,,,,,,,,,
64,95,6,0.7,1.416484,7.425712,,,,,,,,,
64,95,6,0.8,1.571833,7.76053,,,,,,,,,
64,95,6,0.9,1.71026,9.100334,,,,,,,,,
64,95,6,1,1.867308,8.760766,,,,,,,,,
64,95,7,0.5,1.156799,4.74371,,,,,,,,,
64,95,7,0.6,1.263158,6.146382,,,,,,,,,
64,95,7,0.7,1.415878,7.367913,,,,,,,,,
64,95,7,0.8,1.569007,8.012232,,,,,,,,,
64,95,7,0.9,1.71353,8.443271,,,,,,,,,
64,95,7,1,1.874638,8.750548,,,,,,,,,
64,95,8,0.5,1.15791,4.726077,,,,,,,,,
64,95,8,0.6,1.266405,6.108911,,,,,,,,,
64,95,8,0.7,1.4214,7.357173,,,,,,,,,
64,95,8,0.8,1.546034,7.870105,,,,,,,,,
64,95,8,0.9,1.722469,8.146925,,,,,,,,,
64,95,8,1,1.88484,8.675757,,,,,,,,,
64,95,9,0.5,1.156648,4.747907,,,,,,,,,
64,95,9,0.6,1.264487,6.151511,,,,,,,,,
64,95,9,0.7,1.416757,7.407638,,,,,,,,,
64,95,9,0.8,1.573731,8.061645,,,,,,,,,
64,95,9,0.9,1.718434,8.471584,,,,,,,,,
64,95,9,1,1.883317,8.765926,,,,,,,,,
64,95,10,0.5,1.158692,4.741385,,,,,,,,,
64,95,10,0.6,1.26838,6.149137,,,,,,,,,
64,95,10,0.7,1.425594,7.3665,,,,,,,,,
64,95,10,0.8,1.581103,8.008956,,,,,,,,,
64,95,10,0.9,1.73135,8.441387,,,,,,,,,
64,95,10,1,1.90567,8.739998,,,,,,,,,
64,98,1,0.5,1.159792,4.872571,,,,,,,,,
64,98,1,0.6,1.297515,6.487221,,,,,,,,,
64,98,1,0.7,1.438126,7.51009,,,,,,,,,
64,98,1,0.8,1.611623,8.291756,,,,,,,,,
64,98,1,0.9,1.786317,8.712567,,,,,,,,,
64,98,1,1,1.937831,8.919505,,,,,,,,,
64,98,2,0.5,1.158849,4.898179,,,,,,,,,
64,98,2,0.6,1.294855,6.260065,,,,,,,,,
64,98,2,0.7,1.434628,7.502275,,,,,,,,,
64,98,2,0.8,1.606302,8.299672,,,,,,,,,
64,98,2,0.9,1.772447,8.768952,,,,,,,,,
64,98,2,1,1.977898,8.988304,,,,,,,,,
64,98,3,0.5,1.159734,4.905484,,,,,,,,,
64,98,3,0.6,1.295997,6.461954,,,,,,,,,
64,98,3,0.7,1.437008,7.452842,,,,,,,,,
64,98,3,0.8,1.610509,8.270977,,,,,,,,,
64,98,3,0.9,1.775763,8.690765,,,,,,,,,
64,98,3,1,1.924736,8.896571,,,,,,,,,
64,98,4,0.5,1.159896,4.899041,,,,,,,,,
64,98,4,0.6,1.297454,6.501648,,,,,,,,,
64,98,4,0.7,1.437857,7.488409,,,,,,,,,
64,98,4,0.8,1.611689,8.33588,,,,,,,,,
64,98,4,0.9,1.784575,8.743484,,,,,,,,,
64,98,4,1,1.934647,8.931707,,,,,,,,,
64,98,5,0.5,1.158625,4.655675,,,,,,,,,
64,98,5,0.6,1.294801,6.452917,,,,,,,,,
64,98,5,0.7,1.432143,7.471237,,,,,,,,,
64,98,5,0.8,1.602718,8.345337,,,,,,,,,
64,98,5,0.9,1.769638,8.719489,,,,,,,,,
64,98,5,1,1.911344,8.873007,,,,,,,,,
64,98,6,0.5,1.160451,4.863434,,,,,,,,,
64,98,6,0.6,1.298189,6.459629,,,,,,,,,
64,98,6,0.7,1.439226,7.488229,,,,,,,,,
64,98,6,0.8,1.612696,8.265258,,,,,,,,,
64,98,6,0.9,1.784,8.703409,,,,,,,,,
64,98,6,1,1.934458,8.855986,,,,,,,,,
64,98,7,0.5,1.158671,4.876649,,,,,,,,,
64,98,7,0.6,1.294897,6.464028,,,,,,,,,
64,98,7,0.7,1.433321,7.479894,,,,,,,,,
64,98,7,0.8,1.604884,8.282639,,,,,,,,,
64,98,7,0.9,1.769978,8.681919,,,,,,,,,
64,98,7,1,1.971963,8.951574,,,,,,,,,
64,98,8,0.5,1.159838,4.879244,,,,,,,,,
64,98,8,0.6,1.29845,6.470079,,,,,,,,,
64,98,8,0.7,1.437768,7.488901,,,,,,,,,
64,98,8,0.8,1.612515,8.284393,,,,,,,,,
64,98,8,0.9,1.782705,8.479218,,,,,,,,,
64,98,8,1,1.930836,8.704671,,,,,,,,,
64,98,9,0.5,1.158822,4.864277,,,,,,,,,
64,98,9,0.6,1.295352,6.457536,,,,,,,,,
64,98,9,0.7,1.434239,7.493148,,,,,,,,,
64,98,9,0.8,1.605842,8.281588,,,,,,,,,
64,98,9,0.9,1.774094,8.723476,,,,,,,,,
64,98,9,1,1.920096,8.917801,,,,,,,,,
64,98,10,0.5,1.160035,4.901857,,,,,,,,,
64,98,10,0.6,1.297742,6.475689,,,,,,,,,
64,98,10,0.7,1.437813,7.52078,,,,,,,,,
64,98,10,0.8,1.611133,8.284052,,,,,,,,,
64,98,10,0.9,1.783245,8.7146,,,,,,,,,
64,98,10,1,1.933205,8.894317,,,,,,,,,
128,80,1,0.5,1.143244,34.338214,,,,,,,,,
128,80,1,0.6,1.277848,51.962239,,,,,,,,,
128,80,1,0.7,1.430961,61.736087,,,,,,,,,
128,80,1,0.8,1.593111,66.012811,,,,,,,,,
128,80,1,0.9,1.677647,67.110219,,,,,,,,,
128,80,1,1,1.659566,66.657199,,,,,,,,,
128,80,2,0.5,1.145812,34.443281,,,,,,,,,
128,80,2,0.6,1.280449,51.502807,,,,,,,,,
128,80,2,0.7,1.431796,60.98096,,,,,,,,,
128,80,2,0.8,1.602123,65.798158,,,,,,,,,
128,80,2,0.9,1.684974,66.507489,,,,,,,,,
128,80,2,1,1.683677,66.372866,,,,,,,,,
128,80,3,0.5,1.14213,34.132308,,,,,,,,,
128,80,3,0.6,1.266427,50.55586,,,,,,,,,
128,80,3,0.7,1.429513,61.107789,,,,,,,,,
128,80,3,0.8,1.598084,65.566824,,,,,,,,,
128,80,3,0.9,1.66347,66.65185,,,,,,,,,
128,80,3,1,1.623409,66.03341,,,,,,,,,
128,80,4,0.5,1.142004,34.146605,,,,,,,,,
128,80,4,0.6,1.268188,50.591338,,,,,,,,,
128,80,4,0.7,1.42619,60.968617,,,,,,,,,
128,80,4,0.8,1.588954,65.880382,,,,,,,,,
128,80,4,0.9,1.657828,66.019804,,,,,,,,,
128,80,4,1,1.616006,66.22581,,,,,,,,,
128,80,5,0.5,1.15289,35.940089,,,,,,,,,
128,80,5,0.6,1.278501,51.848356,,,,,,,,,
128,80,5,0.7,1.429844,61.106245,,,,,,,,,
128,80,5,0.8,1.597428,66.608749,,,,,,,,,
128,80,5,0.9,1.679765,67.145456,,,,,,,,,
128,80,5,1,1.664686,67.592755,,,,,,,,,
128,80,6,0.5,1.153732,35.918109,,,,,,,,,
128,80,6,0.6,1.279235,51.676343,,,,,,,,,
128,80,6,0.7,1.439611,61.71121,,,,,,,,,
128,80,6,0.8,1.596678,66.493192,,,,,,,,,
128,80,6,0.9,1.692713,67.497006,,,,,,,,,
128,80,6,1,1.687292,67.764978,,,,,,,,,
128,80,7,0.5,1.14182,34.217347,,,,,,,,,
128,80,7,0.6,1.275418,51.766121,,,,,,,,,
128,80,7,0.7,1.426901,61.350213,,,,,,,,,
128,80,7,0.8,1.59295,66.181086,,,,,,,,,
128,80,7,0.9,1.661028,66.604842,,,,,,,,,
128,80,7,1,1.640166,67.060726,,,,,,,,,
128,80,8,0.5,1.146536,34.268002,,,,,,,,,
128,80,8,0.6,1.27038,50.828272,,,,,,,,,
128,80,8,0.7,1.432323,60.659186,,,,,,,,,
128,80,8,0.8,1.599072,65.849554,,,,,,,,,
128,80,8,0.9,1.697575,66.540671,,,,,,,,,
128,80,8,1,1.662645,66.626672,,,,,,,,,
128,80,9,0.5,1.15126,35.754391,,,,,,,,,
128,80,9,0.6,1.280539,52.155122,,,,,,,,,
128,80,9,0.7,1.436678,61.480037,,,,,,,,,
128,80,9,0.8,1.591505,66.174824,,,,,,,,,
128,80,9,0.9,1.681929,66.798074,,,,,,,,,
128,80,9,1,1.658321,66.850593,,,,,,,,,
128,80,10,0.5,1.142143,34.26691,,,,,,,,,
128,80,10,0.6,1.274462,51.703674,,,,,,,,,
128,80,10,0.7,1.430847,61.537094,,,,,,,,,
128,80,10,0.8,1.595614,66.125411,,,,,,,,,
128,80,10,0.9,1.663261,66.342418,,,,,,,,,
128,80,10,1,1.626702,66.284189,,,,,,,,,
128,85,1,0.5,1.180027,40.97183,,,,,,,,,
128,85,1,0.6,1.321121,55.599284,,,,,,,,,
128,85,1,0.7,1.477658,64.74399,,,,,,,,,
128,85,1,0.8,1.661309,69.586726,,,,,,,,,
128,85,1,0.9,1.838603,71.242382,,,,,,,,,
128,85,1,1,1.83353,71.243224,,,,,,,,,
128,85,2,0.5,1.180012,41.195459,,,,,,,,,
128,85,2,0.6,1.324224,56.141,,,,,,,,,
128,85,2,0.7,1.479801,64.69617,,,,,,,,,
128,85,2,0.8,1.662418,69.534929,,,,,,,,,
128,85,2,0.9,1.839947,71.114763,,,,,,,,,
128,85,2,1,1.864778,71.128379,,,,,,,,,
128,85,3,0.5,1.178307,40.853317,,,,,,,,,
128,85,3,0.6,1.318264,55.457637,,,,,,,,,
128,85,3,0.7,1.469758,64.49847,,,,,,,,,
128,85,3,0.8,1.648536,69.048646,,,,,,,,,
128,85,3,0.9,1.817478,70.965803,,,,,,,,,
128,85,3,1,1.809878,70.58562,,,,,,,,,
128,85,4,0.5,1.182249,41.154734,,,,,,,,,
128,85,4,0.6,1.325712,55.834415,,,,,,,,,
128,85,4,0.7,1.479407,64.825162,,,,,,,,,
128,85,4,0.8,1.65655,69.271755,,,,,,,,,
128,85,4,0.9,1.84389,71.201926,,,,,,,,,
128,85,4,1,1.845595,71.201064,,,,,,,,,
128,85,5,0.5,1.176595,40.888213,,,,,,,,,
128,85,5,0.6,1.315391,55.664977,,,,,,,,,
128,85,5,0.7,1.479098,64.977649,,,,,,,,,
128,85,5,0.8,1.65516,69.503059,,,,,,,,,
128,85,5,0.9,1.822173,71.232032,,,,,,,,,
128,85,5,1,1.827201,70.980021,,,,,,,,,
128,85,6,0.5,1.178544,41.03081,,,,,,,,,
128,85,6,0.6,1.31992,55.856766,,,,,,,,,
128,85,6,0.7,1.483085,64.953984,,,,,,,,,
128,85,6,0.8,1.659643,69.560037,,,,,,,,,
128,85,6,0.9,1.829288,71.204932,,,,,,,,,
128,85,6,1,1.839667,71.224058,,,,,,,,,
128,85,7,0.5,1.180664,41.160123,,,,,,,,,
128,85,7,0.6,1.322648,55.992221,,,,,,,,,
128,85,7,0.7,1.478897,64.574312,,,,,,,,,
128,85,7,0.8,1.662812,69.697183,,,,,,,,,
128,85,7,0.9,1.844465,71.074628,,,,,,,,,
128,85,7,1,1.833311,71.031717,,,,,,,,,
128,85,8,0.5,1.177945,41.044366,,,,,,,,,
128,85,8,0.6,1.317919,55.866905,,,,,,,,,
128,85,8,0.7,1.482255,64.892559,,,,,,,,,
128,85,8,0.8,1.65927,70.030108,,,,,,,,,
128,85,8,0.9,1.814245,71.071541,,,,,,,,,
128,85,8,1,1.823044,71.012771,,,,,,,,,
128,85,9,0.5,1.181703,41.027144,,,,,,,,,
128,85,9,0.6,1.322003,55.904436,,,,,,,,,
128,85,9,0.7,1.485426,64.593298,,,,,,,,,
128,85,9,0.8,1.653404,69.36478,,,,,,,,,
128,85,9,0.9,1.848669,71.107519,,,,,,,,,
128,85,9,1,1.872218,71.164447,,,,,,,,,
128,85,10,0.5,1.178559,41.086395,,,,,,,,,
128,85,10,0.6,1.319079,56.099872,,,,,,,,,
128,85,10,0.7,1.481446,65.097042,,,,,,,,,
128,85,10,0.8,1.670013,69.949646,,,,,,,,,
128,85,10,0.9,1.825104,71.367196,,,,,,,,,
128,85,10,1,1.842431,71.232103,,,,,,,,,
128,90,1,0.5,1.207436,45.781123,,,,,,,,,
128,90,1,0.6,1.370006,60.58153,,,,,,,,,
128,90,1,0.7,1.535993,68.185477,,,,,,,,,
128,90,1,0.8,1.710044,72.367984,,,,,,,,,
128,90,1,0.9,1.908608,74.760343,,,,,,,,,
128,90,1,1,2.064697,75.22771,,,,,,,,,
128,90,2,0.5,1.209015,45.668832,,,,,,,,,
128,90,2,0.6,1.369421,59.833657,,,,,,,,,
128,90,2,0.7,1.537287,67.852783,,,,,,,,,
128,90,2,0.8,1.70768,72.069214,,,,,,,,,
128,90,2,0.9,1.913553,74.682496,,,,,,,,,
128,90,2,1,2.059986,75.165863,,,,,,,,,
128,90,3,0.5,1.21069,45.86988,,,,,,,,,
128,90,3,0.6,1.360491,59.01371,,,,,,,,,
128,90,3,0.7,1.542041,68.603311,,,,,,,,,
128,90,3,0.8,1.711748,72.42977,,,,,,,,,
128,90,3,0.9,1.913444,75.009139,,,,,,,,,
128,90,3,1,2.070345,75.082167,,,,,,,,,
128,90,4,0.5,1.21178,45.695472,,,,,,,,,
128,90,4,0.6,1.363813,59.101784,,,,,,,,,
128,90,4,0.7,1.530504,67.479963,,,,,,,,,
128,90,4,0.8,1.710658,71.675906,,,,,,,,,
128,90,4,0.9,1.912238,74.596054,,,,,,,,,
128,90,4,1,2.10218,75.036991,,,,,,,,,
128,90,5,0.5,1.208433,45.939089,,,,,,,,,
128,90,5,0.6,1.358496,58.95537,,,,,,,,,
128,90,5,0.7,1.540872,68.186289,,,,,,,,,
128,90,5,0.8,1.716237,72.212582,,,,,,,,,
128,90,5,0.9,1.907004,74.291293,,,,,,,,,
128,90,5,1,2.058091,74.836275,,,,,,,,,
128,90,6,0.5,1.208025,45.481029,,,,,,,,,
128,90,6,0.6,1.367715,62.254509,,,,,,,,,
128,90,6,0.7,1.535054,67.84605,,,,,,,,,
128,90,6,0.8,1.705398,72.238071,,,,,,,,,
128,90,6,0.9,1.906072,75.132721,,,,,,,,,
128,90,6,1,2.047951,75.46778,,,,,,,,,
128,90,7,0.5,1.210164,45.830215,,,,,,,,,
128,90,7,0.6,1.360863,59.138343,,,,,,,,,
128,90,7,0.7,1.529948,67.693093,,,,,,,,,
128,90,7,0.8,1.717543,72.816916,,,,,,,,,
128,90,7,0.9,1.91815,74.754902,,,,,,,,,
128,90,7,1,2.080902,75.313771,,,,,,,,,
128,90,8,0.5,1.207857,45.783717,,,,,,,,,
128,90,8,0.6,1.368088,60.013014,,,,,,,,,
128,90,8,0.7,1.537882,68.254416,,,,,,,,,
128,90,8,0.8,1.708241,72.339531,,,,,,,,,
128,90,8,0.9,1.922554,74.874376,,,,,,,,,
128,90,8,1,2.05596,75.318149,,,,,,,,,
128,90,9,0.5,1.209042,45.778879,,,,,,,,,
128,90,9,0.6,1.372147,60.392977,,,,,,,,,
128,90,9,0.7,1.541966,68.694883,,,,,,,,,
128,90,9,0.8,1.721252,73.040115,,,,,,,,,
128,90,9,0.9,1.926153,75.124926,,,,,,,,,
128,90,9,1,2.088842,75.869072,,,,,,,,,
128,90,10,0.5,1.207117,45.765324,,,,,,,,,
128,90,10,0.6,1.370704,60.235652,,,,,,,,,
128,90,10,0.7,1.539433,68.180778,,,,,,,,,
128,90,10,0.8,1.720933,73.074008,,,,,,,,,
128,90,10,0.9,1.915001,74.652321,,,,,,,,,
128,90,10,1,2.083145,75.387098,,,,,,,,,
128,95,1,0.5,1.25412,51.391389,,,,,,,,,
128,95,1,0.6,1.406292,62.875985,,,,,,,,,
128,95,1,0.7,1.592487,70.965352,,,,,,,,,
128,95,1,0.8,1.782043,75.71309,,,,,,,,,
128,95,1,0.9,2.009532,77.848306,,,,,,,,,
128,95,1,1,2.219377,79.3264,,,,,,,,,
128,95,2,0.5,1.253807,51.348358,,,,,,,,,
128,95,2,0.6,1.404042,63.318846,,,,,,,,,
128,95,2,0.7,1.588668,70.30318,,,,,,,,,
128,95,2,0.8,1.774344,75.090802,,,,,,,,,
128,95,2,0.9,2.002703,78.032442,,,,,,,,,
128,95,2,1,2.203483,78.892314,,,,,,,,,
128,95,3,0.5,1.253606,51.452694,,,,,,,,,
128,95,3,0.6,1.404098,62.477828,,,,,,,,,
128,95,3,0.7,1.589618,70.470004,,,,,,,,,
128,95,3,0.8,1.778642,75.081796,,,,,,,,,
128,95,3,0.9,2.001801,77.876109,,,,,,,,,
128,95,3,1,2.202152,79.050412,,,,,,,,,
128,95,4,0.5,1.243312,50.083144,,,,,,,,,
128,95,4,0.6,1.417516,64.067952,,,,,,,,,
128,95,4,0.7,1.589911,70.813827,,,,,,,,,
128,95,4,0.8,1.776992,75.580662,,,,,,,,,
128,95,4,0.9,2.000257,78.06909,,,,,,,,,
128,95,4,1,2.207571,79.042787,,,,,,,,,
128,95,5,0.5,1.252791,51.428278,,,,,,,,,
128,95,5,0.6,1.41756,64.212874,,,,,,,,,
128,95,5,0.7,1.588349,71.068737,,,,,,,,,
128,95,5,0.8,1.775097,75.521741,,,,,,,,,
128,95,5,0.9,2.005916,77.755492,,,,,,,,,
128,95,5,1,2.212826,79.470941,,,,,,,,,
128,95,6,0.5,1.253233,51.720486,,,,,,,,,
128,95,6,0.6,1.417386,63.995195,,,,,,,,,
128,95,6,0.7,1.589002,71.068686,,,,,,,,,
128,95,6,0.8,1.776614,75.671212,,,,,,,,,
128,95,6,0.9,2.010048,78.208452,,,,,,,,,
128,95,6,1,2.212078,79.619549,,,,,,,,,
128,95,7,0.5,1.24352,50.059418,,,,,,,,,
128,95,7,0.6,1.406061,63.464109,,,,,,,,,
128,95,7,0.7,1.593113,70.795634,,,,,,,,,
128,95,7,0.8,1.780731,75.405683,,,,,,,,,
128,95,7,0.9,2.002577,77.934638,,,,,,,,,
128,95,7,1,2.209524,79.395068,,,,,,,,,
128,95,8,0.5,1.253885,51.576476,,,,,,,,,
128,95,8,0.6,1.405035,63.516748,,,,,,,,,
128,95,8,0.7,1.589304,71.142665,,,,,,,,,
128,95,8,0.8,1.780064,75.744919,,,,,,,,,
128,95,8,0.9,2.004893,78.631305,,,,,,,,,
128,95,8,1,2.213189,79.761695,,,,,,,,,
128,95,9,0.5,1.253368,51.346183,,,,,,,,,
128,95,9,0.6,1.404375,63.184083,,,,,,,,,
128,95,9,0.7,1.587941,70.672443,,,,,,,,,
128,95,9,0.8,1.773542,75.567167,,,,,,,,,
128,95,9,0.9,1.993585,78.058871,,,,,,,,,
128,95,9,1,2.22767,79.38013,,,,,,,,,
128,95,10,0.5,1.252124,51.857984,,,,,,,,,
128,95,10,0.6,1.41573,64.916744,,,,,,,,,
128,95,10,0.7,1.585871,71.01285,,,,,,,,,
128,95,10,0.8,1.795656,76.197569,,,,,,,,,
128,95,10,0.9,1.998976,78.716295,,,,,,,,,
128,95,10,1,2.2046,79.724025,,,,,,,,,
128,98,1,0.5,1.274614,54.198023,,,,,,,,,
128,98,1,0.6,1.440516,66.050942,,,,,,,,,
128,98,1,0.7,1.636197,73.097232,,,,,,,,,
128,98,1,0.8,1.835729,77.460138,,,,,,,,,
128,98,1,0.9,2.026445,79.464459,,,,,,,,,
128,98,1,1,2.255361,81.285766,,,,,,,,,
128,98,2,0.5,1.274088,54.07833,,,,,,,,,
128,98,2,0.6,1.441121,65.751842,,,,,,,,,
128,98,2,0.7,1.634637,73.044623,,,,,,,,,
128,98,2,0.8,1.835006,77.188197,,,,,,,,,
128,98,2,0.9,2.023259,79.523539,,,,,,,,,
128,98,2,1,2.253606,81.380402,,,,,,,,,
128,98,3,0.5,1.27396,54.338218,,,,,,,,,
128,98,3,0.6,1.440054,65.421512,,,,,,,,,
128,98,3,0.7,1.633232,72.547714,,,,,,,,,
128,98,3,0.8,1.831871,77.280941,,,,,,,,,
128,98,3,0.9,2.049088,79.901669,,,,,,,,,
128,98,3,1,2.246436,80.76625,,,,,,,,,
128,98,4,0.5,1.274176,54.012997,,,,,,,,,
128,98,4,0.6,1.441058,65.409759,,,,,,,,,
128,98,4,0.7,1.635633,72.970254,,,,,,,,,
128,98,4,0.8,1.83379,76.992681,,,,,,,,,
128,98,4,0.9,2.021758,79.299649,,,,,,,,,
128,98,4,1,2.248881,81.388177,,,,,,,,,
128,98,5,0.5,1.274202,54.614997,,,,,,,,,
128,98,5,0.6,1.439674,65.514927,,,,,,,,,
128,98,5,0.7,1.635209,73.144902,,,,,,,,,
128,98,5,0.8,1.832745,77.483262,,,,,,,,,
128,98,5,0.9,2.020967,79.246259,,,,,,,,,
128,98,5,1,2.249441,80.853955,,,,,,,,,
128,98,6,0.5,1.273534,54.0309,,,,,,,,,
128,98,6,0.6,1.43937,65.652234,,,,,,,,,
128,98,6,0.7,1.632172,72.858615,,,,,,,,,
128,98,6,0.8,1.828858,77.666224,,,,,,,,,
128,98,6,0.9,2.041926,79.62544,,,,,,,,,
128,98,6,1,2.273911,81.257582,,,,,,,,,
128,98,7,0.5,1.273657,53.999532,,,,,,,,,
128,98,7,0.6,1.439409,65.634401,,,,,,,,,
128,98,7,0.7,1.631739,72.506584,,,,,,,,,
128,98,7,0.8,1.828328,77.236748,,,,,,,,,
128,98,7,0.9,2.044657,79.804145,,,,,,,,,
128,98,7,1,2.239548,81.145119,,,,,,,,,
128,98,8,0.5,1.272619,54.096674,,,,,,,,,
128,98,8,0.6,1.438272,65.732164,,,,,,,,,
128,98,8,0.7,1.631189,73.084598,,,,,,,,,
128,98,8,0.8,1.826724,77.473223,,,,,,,,,
128,98,8,0.9,2.04308,79.382935,,,,,,,,,
128,98,8,1,2.272367,81.426178,,,,,,,,,
128,98,9,0.5,1.273983,54.043433,,,,,,,,,
128,98,9,0.6,1.439907,65.622899,,,,,,,,,
128,98,9,0.7,1.632109,72.577577,,,,,,,,,
128,98,9,0.8,1.828148,77.272796,,,,,,,,,
128,98,9,0.9,2.039929,79.311381,,,,,,,,,
128,98,9,1,2.234573,80.937472,,,,,,,,,
128,98,10,0.5,1.273297,53.946041,,,,,,,,,
128,98,10,0.6,1.438105,65.77273,,,,,,,,,
128,98,10,0.7,1.630777,72.682764,,,,,,,,,
128,98,10,0.8,1.826715,77.054016,,,,,,,,,
128,98,10,0.9,2.044962,79.97725,,,,,,,,,
128,98,10,1,2.268617,81.249306,,,,,,,,,
