graphNodes,density,expNo,delta,compressionRatio,executionTime,readTime,writeTime,mergeTime,cores
2048, 80, 1, 0.6, 2.053050, 2.4352, 0.1098, 0.4957, 2.1417, 20
2048, 80, 1, 0.6, 2.053204, 2.4706, 0.0950, 0.5409, 2.1631, 24
2048, 80, 1, 0.6, 2.053514, 2.4718, 0.1236, 0.5361, 2.1571, 28
2048, 80, 1, 0.6, 2.052116, 3.7236, 0.0908, 0.9417, 0.1069, 32
2048, 80, 1, 0.6, 2.053386, 2.8390, 0.1264, 0.7495, 2.3222, 36
2048, 80, 1, 0.7, 2.353324, 0.6007, 0.2647, 0.2831, 0.0652, 4
2048, 80, 1, 0.7, 2.354407, 0.3904, 0.1546, 0.3031, 0.0658, 8
2048, 80, 1, 0.7, 2.353928, 0.3824, 0.1239, 0.3947, 0.0730, 12
2048, 80, 1, 0.7, 2.353027, 1.6019, 0.1096, 0.4544, 1.2386, 16
2048, 80, 1, 0.7, 2.353535, 2.6565, 0.1000, 0.4547, 0.0756, 20
2048, 80, 1, 0.7, 2.354293, 2.6691, 0.0925, 0.4809, 0.0782, 24
2048, 80, 1, 0.7, 2.354975, 3.1590, 0.1341, 1.6566, 2.1019, 28
2048, 80, 1, 0.7, 2.354438, 0.4427, 0.1087, 0.5045, 0.0719, 32
2048, 80, 1, 0.7, 2.353872, 2.6009, 0.0878, 0.4866, 2.1509, 36
2048, 80, 1, 0.8, 2.611352, 0.5376, 0.2721, 0.1933, 0.0625, 4
2048, 80, 1, 0.8, 2.610359, 0.5531, 0.1545, 0.3918, 0.0653, 8
2048, 80, 1, 0.8, 2.610398, 0.4245, 0.1228, 0.3577, 0.0678, 12
2048, 80, 1, 0.8, 2.611560, 0.5760, 0.1160, 0.4135, 0.0670, 16
2048, 80, 1, 0.8, 2.611793, 2.5071, 0.1038, 0.3956, 2.1115, 20
2048, 80, 1, 0.8, 2.609961, 1.0911, 0.1156, 0.4325, 0.0770, 24
2048, 80, 1, 0.8, 2.610708, 0.4138, 0.1223, 0.4058, 0.0649, 28
2048, 80, 1, 0.8, 2.610982, 0.5107, 0.1113, 0.3941, 0.0781, 32
2048, 80, 1, 0.8, 2.612041, 2.5695, 0.0944, 0.4003, 2.1028, 36
2048, 80, 1, 0.9, 2.888038, 0.5938, 0.2596, 0.1957, 0.0615, 4
2048, 80, 1, 0.9, 2.888324, 0.4733, 0.1533, 0.2518, 0.0695, 8
2048, 80, 1, 0.9, 2.889176, 0.4797, 0.1244, 0.3132, 0.0704, 12
2048, 80, 1, 0.9, 2.888706, 2.5289, 0.1301, 0.3867, 2.1074, 16
2048, 80, 1, 0.9, 2.888689, 2.5632, 0.1031, 0.4304, 2.0922, 20
2048, 80, 1, 0.9, 2.888418, 0.5063, 0.0991, 0.3939, 0.0773, 24
2048, 80, 1, 0.9, 2.888050, 0.5126, 0.1073, 0.3897, 0.0816, 28
2048, 80, 1, 0.9, 2.890358, 1.1842, 0.1118, 0.6624, 0.0640, 32
2048, 80, 1, 0.9, 2.887717, 1.4757, 0.1008, 0.4734, 0.0788, 36
2048, 80, 1, 1.0, 3.083021, 1.4352, 0.2766, 0.2377, 0.1380, 4
2048, 80, 1, 1.0, 3.084515, 0.5488, 0.1641, 0.2543, 0.0560, 8
2048, 80, 1, 1.0, 3.083066, 1.3627, 0.1233, 0.3160, 0.1534, 12
2048, 80, 1, 1.0, 3.084750, 2.6506, 0.1077, 0.4059, 0.0674, 16
2048, 80, 1, 1.0, 3.082925, 2.6375, 0.1074, 0.3806, 0.0761, 20
2048, 80, 1, 1.0, 3.083324, 0.5851, 0.1036, 0.4064, 0.0633, 24
2048, 80, 1, 1.0, 3.083064, 0.5920, 0.0934, 0.4076, 0.0644, 28
2048, 80, 1, 1.0, 3.082441, 0.5917, 0.1353, 0.4395, 0.0688, 32
2048, 80, 1, 1.0, 3.082922, 0.5926, 0.0856, 0.3699, 0.0626, 36
2048, 80, 1, 0.5, 1.915962, 0.5325, 0.2615, 0.2294, 0.0731, 4
2048, 80, 1, 0.5, 1.916582, 0.9821, 0.1639, 0.3028, 0.0784, 8
2048, 80, 1, 0.5, 1.916278, 0.4599, 0.1270, 0.4282, 0.0788, 12
2048, 80, 1, 0.5, 1.916616, 0.3557, 0.1307, 0.4194, 0.0792, 16
2048, 80, 1, 0.5, 1.916461, 3.2360, 0.1195, 0.4351, 2.9369, 20
2048, 80, 1, 0.5, 1.916065, 2.6822, 0.1220, 0.5927, 0.0901, 24
2048, 80, 1, 0.5, 1.917737, 2.5713, 0.1194, 0.5837, 2.1497, 28
2048, 80, 1, 0.5, 1.916808, 2.4225, 0.1300, 0.5627, 2.1139, 32
2048, 80, 1, 0.5, 1.915523, 0.4905, 0.0989, 0.4561, 0.0745, 36
2048, 80, 1, 0.6, 2.053156, 0.5022, 0.2765, 0.2121, 0.0661, 4
2048, 80, 1, 0.6, 2.053234, 0.3735, 0.1528, 0.3212, 0.0722, 8
2048, 80, 1, 0.6, 2.052881, 0.3571, 0.1295, 0.3839, 0.0715, 12
2048, 80, 1, 0.6, 2.053068, 2.4361, 0.1115, 0.4580, 2.1577, 16
2048, 80, 1, 0.6, 2.051334, 2.4604, 0.1198, 0.5053, 0.0834, 20
2048, 80, 1, 0.6, 2.053617, 2.4223, 0.1247, 0.5149, 0.0817, 24
2048, 80, 1, 0.6, 2.053459, 4.7562, 0.1101, 0.5798, 2.1156, 28
2048, 80, 1, 0.6, 2.052609, 2.4592, 0.0996, 0.6062, 2.1446, 32
2048, 80, 1, 0.6, 2.053487, 5.5709, 0.0861, 19.2485, 2.0968, 36
2048, 80, 1, 0.7, 2.354785, 0.5077, 0.2651, 0.2100, 0.0627, 4
2048, 80, 1, 0.7, 2.353439, 0.3856, 0.1546, 0.2943, 0.0653, 8
2048, 80, 1, 0.7, 2.354589, 1.2245, 0.1320, 0.4274, 0.1035, 12
2048, 80, 1, 0.7, 2.353778, 3.1265, 0.1096, 0.8363, 2.1768, 16
2048, 80, 1, 0.7, 2.355142, 2.4939, 0.1049, 0.4384, 2.1615, 20
2048, 80, 1, 0.7, 2.353325, 2.4203, 0.1007, 0.4648, 1.0744, 24
2048, 80, 1, 0.7, 2.354779, 94.3990, 0.1017, 0.5807, 2.1252, 28
2048, 80, 1, 0.7, 2.354661, 2.5127, 0.1106, 0.5722, 2.1156, 32
2048, 80, 1, 0.7, 2.352801, 2.6024, 0.1197, 0.4999, 0.0685, 36
2048, 80, 1, 0.8, 2.611399, 0.5271, 0.2756, 0.1947, 0.0622, 4
2048, 80, 1, 0.8, 2.610861, 0.4231, 0.1540, 0.2665, 0.0695, 8
2048, 80, 1, 0.8, 2.611062, 0.4096, 0.1285, 0.3394, 0.0559, 12
2048, 80, 1, 0.8, 2.611706, 2.4959, 0.1083, 0.4065, 2.1351, 16
2048, 80, 1, 0.8, 2.610903, 2.5032, 0.0959, 0.4371, 2.1281, 20
2048, 80, 1, 0.8, 2.610810, 0.4542, 0.1163, 0.4358, 0.0774, 24
2048, 80, 1, 0.8, 2.610597, 0.4375, 0.1036, 0.4347, 0.0646, 28
2048, 80, 1, 0.8, 2.609785, 2.5082, 0.1163, 0.4313, 2.1274, 32
2048, 80, 1, 0.8, 2.611452, 0.5710, 0.1416, 0.4579, 0.0726, 36
2048, 80, 1, 0.9, 2.888383, 0.6071, 0.2727, 0.1954, 0.0554, 4
2048, 80, 1, 0.9, 2.888589, 0.4504, 0.1653, 0.2593, 0.0532, 8
2048, 80, 1, 0.9, 2.888599, 0.4812, 0.1218, 0.3285, 0.0571, 12
2048, 80, 1, 0.9, 2.888694, 3.3031, 0.1200, 1.1484, 2.1037, 16
2048, 80, 1, 0.9, 2.889191, 2.5729, 0.0973, 0.4107, 0.0667, 20
2048, 80, 1, 0.9, 2.888711, 0.5094, 0.1000, 0.4116, 0.0615, 24
2048, 80, 1, 0.9, 2.889696, 0.5039, 0.1042, 0.3968, 0.0744, 28
2048, 80, 1, 0.9, 2.888067, 3.2400, 0.1184, 1.7225, 2.1098, 32
2048, 80, 1, 0.9, 2.888003, 0.5994, 0.0943, 0.4145, 0.0707, 36
2048, 80, 1, 1.0, 3.082577, 0.6891, 0.2652, 0.1936, 0.0572, 4
2048, 80, 1, 1.0, 3.081892, 0.5212, 0.1545, 0.2362, 0.0505, 8
2048, 80, 1, 1.0, 3.083041, 0.5713, 0.1217, 0.3345, 0.0592, 12
2048, 80, 1, 1.0, 3.083500, 0.5661, 0.1132, 0.3880, 0.0679, 16
2048, 80, 1, 1.0, 3.082220, 0.5778, 0.1078, 0.4187, 0.0561, 20
2048, 80, 1, 1.0, 3.082033, 1.2605, 0.1122, 1.0772, 0.0590, 24
2048, 80, 1, 1.0, 3.082274, 0.5884, 0.1290, 0.3935, 0.0612, 28
2048, 80, 1, 1.0, 3.082353, 0.5776, 0.1327, 0.4276, 0.0609, 32
2048, 80, 1, 1.0, 3.083098, 2.7082, 0.1056, 0.3987, 2.1158, 36
2048, 80, 1, 0.5, 1.916753, 0.4913, 0.2677, 0.1806, 0.0630, 4
2048, 80, 1, 0.5, 1.915741, 0.3686, 0.1565, 0.2981, 0.0693, 8
2048, 80, 1, 0.5, 1.917554, 0.3566, 0.1277, 0.3626, 0.0726, 12
2048, 80, 1, 0.5, 1.916195, 0.3509, 0.1222, 0.4429, 0.0834, 16
2048, 80, 1, 0.5, 1.915370, 2.4311, 0.1036, 0.4198, 0.1085, 20
2048, 80, 1, 0.5, 1.916378, 4.4903, 0.1011, 0.4282, 4.2006, 24
2048, 80, 1, 0.5, 1.916164, 2.4655, 0.1080, 0.4542, 2.1718, 28
2048, 80, 1, 0.5, 1.917087, 2.4238, 0.1039, 0.4690, 2.1201, 32
2048, 80, 1, 0.5, 1.915577, 0.4929, 0.0922, 0.4529, 0.0728, 36
2048, 80, 1, 0.6, 2.053015, 0.4966, 0.2611, 0.2010, 0.0716, 4
2048, 80, 1, 0.6, 2.052880, 0.3754, 0.1579, 0.3107, 0.0684, 8
2048, 80, 1, 0.6, 2.052037, 0.3513, 0.1396, 0.3834, 0.0711, 12
2048, 80, 1, 0.6, 2.053678, 0.3485, 0.1142, 0.5208, 0.0730, 16
2048, 80, 1, 0.6, 2.052477, 2.4260, 0.1018, 0.4784, 2.1266, 20
2048, 80, 1, 0.6, 2.053923, 2.4391, 0.1023, 0.5111, 0.0764, 24
2048, 80, 1, 0.6, 2.053227, 4.4949, 0.1006, 0.4962, 4.1937, 28
2048, 80, 1, 0.6, 2.052275, 2.4741, 0.1088, 0.4770, 2.1596, 32
2048, 80, 1, 0.6, 2.053651, 2.5293, 0.0904, 0.5165, 1.1047, 36
2048, 80, 1, 0.7, 2.354286, 85.3802, 0.2690, 82.3120, 0.5795, 4
2048, 80, 1, 0.7, 2.353651, 2.6307, 0.1508, 3.6528, 0.4812, 8
2048, 80, 1, 0.7, 2.354086, 4.2595, 0.1529, 4.6187, 1.8010, 12
2048, 80, 1, 0.7, 2.354232, 3.6327, 0.2332, 6.1568, 0.4038, 16
2048, 80, 1, 0.7, 2.354295, 5.0104, 0.1668, 6.4295, 1.5391, 20
2048, 80, 1, 0.7, 2.355288, 6.5152, 0.3308, 6.6559, 2.5685, 24
2048, 80, 1, 0.7, 2.353882, 5.0912, 0.5020, 7.8218, 0.5234, 28
2048, 80, 1, 0.7, 2.352385, 4.6185, 0.1976, 6.7075, 0.4424, 32
2048, 80, 1, 0.7, 2.352939, 4.5252, 0.8452, 5.5274, 0.4586, 36
2048, 80, 1, 0.8, 2.612545, 2.0045, 0.2523, 1.9052, 0.3616, 4
2048, 80, 1, 0.8, 2.610852, 2.5648, 0.1490, 2.9886, 0.3978, 8
2048, 80, 1, 0.8, 2.611696, 3.5991, 0.2286, 4.8724, 0.4583, 12
2048, 80, 1, 0.8, 2.610956, 4.5843, 0.5095, 6.8629, 0.3710, 16
2048, 80, 1, 0.8, 2.611612, 5.1878, 0.1849, 7.2024, 0.5984, 20
2048, 80, 1, 0.8, 2.611777, 5.2341, 0.3528, 6.2963, 0.3803, 24
2048, 80, 1, 0.8, 2.611338, 4.8078, 0.5368, 5.7490, 0.5141, 28
2048, 80, 1, 0.8, 2.611460, 4.8422, 0.4607, 5.5001, 0.5006, 32
2048, 80, 1, 0.8, 2.611490, 5.7705, 0.7434, 5.7122, 0.5142, 36
2048, 80, 1, 0.9, 2.888756, 2.1208, 0.2459, 1.5681, 0.3551, 4
2048, 80, 1, 0.9, 2.888274, 3.1519, 0.2744, 3.3179, 0.3509, 8
2048, 80, 1, 0.9, 2.887513, 3.8928, 0.4173, 4.6892, 0.4125, 12
2048, 80, 1, 0.9, 2.889567, 5.2440, 0.4528, 6.0448, 0.5308, 16
2048, 80, 1, 0.9, 2.886950, 6.4084, 0.2335, 7.4189, 0.3696, 20
2048, 80, 1, 0.9, 2.887126, 6.2335, 0.1187, 6.8326, 0.4680, 24
2048, 80, 1, 0.9, 2.888965, 5.4097, 0.1855, 5.8499, 0.3951, 28
2048, 80, 1, 0.9, 2.888985, 5.5266, 0.0740, 6.5704, 0.4779, 32
2048, 80, 1, 0.9, 2.889408, 5.1387, 0.1230, 5.3955, 0.4027, 36
2048, 80, 1, 1.0, 3.083883, 2.0797, 0.2381, 1.6217, 0.3530, 4
2048, 80, 1, 1.0, 3.082214, 4.1503, 0.1492, 4.3031, 0.4613, 8
2048, 80, 1, 1.0, 3.083021, 4.9590, 0.1196, 4.8440, 0.5531, 12
2048, 80, 1, 1.0, 3.082902, 9.2030, 0.1091, 10.4427, 0.5189, 16
2048, 80, 1, 1.0, 3.082656, 6.1733, 0.2442, 6.1144, 0.3363, 20
2048, 80, 1, 1.0, 3.083701, 6.6606, 0.1656, 7.0430, 0.3509, 24
2048, 80, 1, 1.0, 3.083174, 6.2670, 0.2590, 5.7793, 0.4483, 28
2048, 80, 1, 1.0, 3.081739, 6.4808, 0.0757, 7.0536, 0.3732, 32
2048, 80, 1, 1.0, 3.084319, 6.4323, 0.1283, 6.3391, 0.5374, 36
2048, 80, 1, 0.5, 1.915638, 1.7872, 0.2380, 1.8200, 0.3628, 4
2048, 80, 1, 0.5, 1.917120, 1.9425, 0.2675, 3.1257, 0.4532, 8
2048, 80, 1, 0.5, 1.915936, 2.4736, 0.1791, 4.4499, 0.3923, 12
2048, 80, 1, 0.5, 1.916443, 2.3041, 0.1482, 5.0070, 0.5038, 16
2048, 80, 1, 0.5, 1.917464, 2.9224, 0.0926, 5.1048, 0.3920, 20
2048, 80, 1, 0.5, 1.915256, 3.6635, 0.5736, 5.3517, 0.3588, 24
2048, 80, 1, 0.5, 1.916455, 2.9569, 0.2236, 4.4145, 0.4466, 28
2048, 80, 1, 0.5, 1.917608, 3.6936, 0.2156, 4.9542, 0.4381, 32
2048, 80, 1, 0.5, 1.917291, 3.9789, 0.6298, 3.9182, 0.5473, 36
2048, 80, 1, 0.6, 2.053435, 1.6669, 0.2734, 1.4866, 0.4168, 4
2048, 80, 1, 0.6, 2.052629, 2.1404, 0.1514, 3.2800, 0.4412, 8
2048, 80, 1, 0.6, 2.053138, 2.5981, 0.1889, 5.0471, 0.4778, 12
2048, 80, 1, 0.6, 2.052696, 3.1005, 0.2015, 7.1104, 0.3551, 16
2048, 80, 1, 0.6, 2.053238, 3.8375, 0.5157, 8.3576, 0.3835, 20
2048, 80, 1, 0.6, 2.053380, 3.6884, 0.4739, 6.2028, 0.4567, 24
2048, 80, 1, 0.6, 2.053953, 5.1882, 0.3502, 7.8084, 0.5966, 28
2048, 80, 1, 0.6, 2.053130, 3.4570, 0.2091, 5.1862, 0.4509, 32
2048, 80, 1, 0.6, 2.053566, 4.3226, 0.2938, 6.0864, 0.4180, 36
2048, 80, 1, 0.7, 2.353738, 1.8295, 0.2576, 1.5920, 0.4089, 4
2048, 80, 1, 0.7, 2.353464, 2.2816, 0.2446, 3.2121, 0.5179, 8
2048, 80, 1, 0.7, 2.353834, 3.1087, 0.1222, 5.1124, 0.8340, 12
2048, 80, 1, 0.7, 2.354780, 5.7321, 0.2104, 6.7371, 1.0575, 16
2048, 80, 1, 0.7, 2.354688, 6.7836, 0.1211, 6.8079, 1.1993, 20
2048, 80, 1, 0.7, 2.353814, 7.2791, 0.6597, 6.6202, 1.4950, 24
2048, 80, 1, 0.7, 2.355173, 6.9495, 1.1962, 5.8108, 1.4177, 28
2048, 80, 1, 0.7, 2.353621, 8.2704, 0.0557, 6.1651, 1.6387, 32
2048, 80, 1, 0.7, 2.354864, 10.3094, 2.8500, 6.8205, 1.8297, 36
2048, 80, 1, 0.8, 2.611787, 2.2269, 0.4304, 1.5962, 0.5676, 4
2048, 80, 1, 0.8, 2.610680, 10.1006, 0.5265, 9.5894, 0.9332, 8
2048, 80, 1, 0.8, 2.610422, 5.3896, 0.1818, 5.2086, 0.7394, 12
2048, 80, 1, 0.8, 2.613286, 6.3386, 0.2139, 6.5149, 1.0194, 16
2048, 80, 1, 0.8, 2.610198, 7.9780, 0.5353, 7.0464, 1.1374, 20
2048, 80, 1, 0.8, 2.611188, 10.4795, 1.1125, 10.2347, 1.4054, 24
2048, 80, 1, 0.8, 2.610771, 8.1167, 0.3329, 5.9258, 1.2902, 28
2048, 80, 1, 0.8, 2.610688, 7.7852, 0.1635, 6.1762, 1.7040, 32
2048, 80, 1, 0.8, 2.611677, 9.5593, 0.2554, 5.9388, 1.7067, 36
2048, 80, 1, 0.9, 2.888311, 2.6234, 0.3916, 1.8562, 0.5811, 4
2048, 80, 1, 0.9, 2.888478, 4.4984, 0.5319, 4.0364, 0.6817, 8
2048, 80, 1, 0.9, 2.887965, 6.4039, 0.8157, 5.8591, 0.9790, 12
2048, 80, 1, 0.9, 2.887553, 9.8968, 0.9233, 8.7596, 1.1397, 16
2048, 80, 1, 0.9, 2.887225, 9.6429, 0.2647, 6.6828, 0.5211, 20
2048, 80, 1, 0.9, 2.887036, 4.4157, 0.0875, 3.6845, 0.2794, 24
2048, 80, 1, 0.9, 2.888038, 4.0291, 0.0954, 3.3707, 0.4721, 28
2048, 80, 1, 0.9, 2.887712, 2.5997, 0.1491, 1.8637, 0.1538, 32
2048, 80, 1, 0.9, 2.888117, 1.5542, 0.1070, 1.0242, 0.1000, 36
2048, 80, 1, 1.0, 3.081023, 1.2110, 0.2712, 0.4374, 0.3104, 4
2048, 80, 1, 1.0, 3.083392, 1.2516, 0.1630, 0.7963, 0.2476, 8
2048, 80, 1, 1.0, 3.083129, 0.9281, 0.1279, 0.6305, 0.0964, 12
2048, 80, 1, 1.0, 3.082073, 1.4703, 0.1150, 1.1332, 0.2809, 16
2048, 80, 1, 1.0, 3.082916, 0.9695, 0.1009, 0.5704, 0.1055, 20
2048, 80, 1, 1.0, 3.083848, 0.7362, 0.1564, 0.4753, 0.1076, 24
2048, 80, 1, 1.0, 3.084024, 0.7268, 0.0975, 0.4115, 0.1050, 28
2048, 80, 1, 1.0, 3.082817, 0.7326, 0.1539, 0.5087, 0.1216, 32
2048, 80, 1, 1.0, 3.082993, 0.8163, 0.1755, 0.4631, 0.1456, 36
2048, 80, 1, 0.5, 1.916636, 0.5160, 0.2635, 0.2005, 0.0759, 4
2048, 80, 1, 0.5, 1.915544, 0.4090, 0.1542, 0.3205, 0.0935, 8
2048, 80, 1, 0.5, 1.917146, 0.3864, 0.1474, 0.3721, 0.0962, 12
2048, 80, 1, 0.5, 1.916335, 0.4383, 0.1183, 0.5203, 0.1118, 16
2048, 80, 1, 0.5, 1.916508, 0.4274, 0.1102, 0.4825, 0.1168, 20
2048, 80, 1, 0.5, 1.916680, 0.4474, 0.1373, 0.4699, 0.1291, 24
2048, 80, 1, 0.5, 1.916556, 0.8972, 0.1371, 0.9114, 0.1249, 28
2048, 80, 1, 0.5, 1.916257, 0.5182, 0.1460, 0.5613, 0.1718, 32
2048, 80, 1, 0.5, 1.917226, 0.5559, 0.1140, 0.5158, 0.1544, 36
2048, 80, 1, 0.6, 2.053051, 0.5386, 0.2688, 0.2383, 0.0777, 4
2048, 80, 1, 0.6, 2.054261, 0.4301, 0.1582, 0.3521, 0.0913, 8
2048, 80, 1, 0.6, 2.052574, 0.4023, 0.1204, 0.4269, 0.1016, 12
2048, 80, 1, 0.6, 2.051847, 0.4498, 0.1181, 0.5238, 0.1095, 16
2048, 80, 1, 0.6, 2.053429, 0.4720, 0.1200, 0.5999, 0.1806, 20
2048, 80, 1, 0.6, 2.052944, 0.4694, 0.1305, 0.6229, 0.1214, 24
2048, 80, 1, 0.6, 2.054260, 0.5007, 0.1093, 0.5681, 0.1341, 28
2048, 80, 1, 0.6, 2.052220, 0.5100, 0.0923, 0.5371, 0.1398, 32
2048, 80, 1, 0.6, 2.053047, 0.6139, 0.0816, 0.5912, 0.1398, 36
2048, 80, 1, 0.7, 2.353268, 0.5548, 0.2792, 0.2447, 0.0715, 4
2048, 80, 1, 0.7, 2.353768, 0.4300, 0.1543, 0.3256, 0.0937, 8
2048, 80, 1, 0.7, 2.353235, 0.4298, 0.1201, 0.4287, 0.0880, 12
2048, 80, 1, 0.7, 2.354190, 0.4733, 0.1410, 0.4897, 0.1022, 16
2048, 80, 1, 0.7, 2.352814, 0.4916, 0.1069, 0.4846, 0.1085, 20
2048, 80, 1, 0.7, 2.354483, 0.5156, 0.1245, 0.5635, 0.1210, 24
